,Size,ideal_min_balance,worst_balance,STATIC_MILP_SCORE,SEQ_MILP_SCORE,MILP_time_min
0,5,1.0129828959302418,1.6222786024400044,1.0131786024400045,1.0131786024400045,0.0323
1,25,3.4842760619077064,6.200136118174713,3.9193761181747138,3.485436118174713,0.1247
2,50,4.676593352666464,8.461552332570339,5.553452332570339,4.690232332570339,0.1793
3,100,8.03678557795558,13.801666825717518,10.501806825717514,8.159206825717515,0.3803
4,250,19.636078535592993,34.021992443588644,25.463192443588643,19.826632443588643,0.9478
5,500,46.28769390365245,79.44163859700836,54.198698597008374,47.211518597008364,1.8381
6,1000,86.43021074580497,155.7912867649985,103.62948676499849,88.85540676499849,3.8494
